epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec
1,2.242774,0.16,2.188102,0.166667,0.001,38.1468
2,1.863131,0.413333,2.020297,0.28,0.001,6.0313
3,1.65264,0.503333,1.792975,0.32,0.001,0.6154
